Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Language,Citations,Reference,Abstract,DOI,Publication type,Open Access,EID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Author Keyword
"Corrigendum to “Evaluation of the Wistar-Kyoto rat model of depression and the role of synaptic plasticity in depression and antidepressant response” [Neurosci. Biobehav. Rev. 105 (2019) 1–23] (Neuroscience and Biobehavioral Reviews (2019) 105 (1–23), (S0149763419303483), (10.1016/j.neubiorev.2019.07.007))","Aleksandrova, L.R., Wang, Y.T., Phillips, A.G.",3,55628280800| 8908521300| 7401658611,2020,2020-09-01,Neuroscience and Biobehavioral Reviews,English,0,"Aleksandrova, L.R., Wang, Y.T., Phillips, A.G. (2020).Corrigendum to “Evaluation of the Wistar-Kyoto rat model of depression and the role of synaptic plasticity in depression and antidepressant response” [Neurosci. Biobehav. Rev. 105 (2019) 1–23] (Neuroscience and Biobehavioral Reviews (2019) 105 (1–23), (S0149763419303483), (10.1016/j.neubiorev.2019.07.007)). Neuroscience and Biobehavioral Reviews,116162-163",https://www.scopus.com/record/display.url?eid=2-s2.0-85087199261&origin=resultslist,10.1016/j.neubiorev.2020.05.011,Erratum,,2-s2.0-85087199261,University of British Columbia,1,60083635| 60010365| 60010365,Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia,55628280800,7401658611,8908521300| 7401658611,-,Canada,Anthony G. Phillips
"Psychiatric, motor, and autonomic effects of bifrontal ect in depressed parkinson’s disease patients","Rodin, I., Sung, J.H., Appel-Cresswell, S., Chauhan, H., Smith, K., Vila-Rodriguez, F., Ainsworth, N.J.",7,57224141320| 57224142922| 36237882900| 57224143174| 57224141663| 24279161600| 57214914230,2021,2021-03-01,Journal of Neuropsychiatry and Clinical Neurosciences,English,0,"Rodin, I., Sung, J.H., Appel-Cresswell, S. and 4 more (...) (2021).Psychiatric, motor, and autonomic effects of bifrontal ect in depressed parkinson’s disease patients. Journal of Neuropsychiatry and Clinical Neurosciences,33(2) 161-166",https://www.scopus.com/record/display.url?eid=2-s2.0-85107088337&origin=resultslist,10.1176/appi.neuropsych.20050133,Article,,2-s2.0-85107088337,University of British Columbia| Providence Health Care Canada,2,60010365| 60023077| 60010365| 60010365| 60015670| 60015670| 60083635| 60010365| 60010365,"The University of British Columbia| University of British Columbia, Faculty of Medicine| The University of British Columbia| The University of British Columbia| St. Paul's Hospital, Vancouver| St. Paul's Hospital, Vancouver| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia",57224141320,57214914230,57214914230,-,Canada,Fidel Vila-Rodriguez
"Psychiatric, motor, and autonomic effects of bifrontal ect in depressed parkinson’s disease patients","Rodin, I., Sung, J.H., Appel-Cresswell, S., Chauhan, H., Smith, K., Vila-Rodriguez, F., Ainsworth, N.J.",7,57224141320| 57224142922| 36237882900| 57224143174| 57224141663| 24279161600| 57214914230,2021,2021-03-01,Journal of Neuropsychiatry and Clinical Neurosciences,English,0,"Rodin, I., Sung, J.H., Appel-Cresswell, S. and 4 more (...) (2021).Psychiatric, motor, and autonomic effects of bifrontal ect in depressed parkinson’s disease patients. Journal of Neuropsychiatry and Clinical Neurosciences,33(2) 161-166",https://www.scopus.com/record/display.url?eid=2-s2.0-85107088337&origin=resultslist,10.1176/appi.neuropsych.20050133,Article,,2-s2.0-85107088337,University of British Columbia| Providence Health Care Canada,2,60010365| 60023077| 60010365| 60010365| 60015670| 60015670| 60083635| 60010365| 60010365,"The University of British Columbia| University of British Columbia, Faculty of Medicine| The University of British Columbia| The University of British Columbia| St. Paul's Hospital, Vancouver| St. Paul's Hospital, Vancouver| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia",57224141320,57214914230,57214914230,-,Canada,Silke Appel-Cresswell
"Towards a Visualizable, De-identified Synthetic Biomarker of Human Movement Disorders","Hu, H., Xiao, D., Rhodin, H., Murphy, T.H.",4,57226275360| 56677219300| 55860139200| 7401632487,2022,2022-01-01,Journal of Parkinson's Disease,English,0,"Hu, H., Xiao, D., Rhodin, H. and 1 more (...) (2022).Towards a Visualizable, De-identified Synthetic Biomarker of Human Movement Disorders. Journal of Parkinson's Disease,12(7) 2085-2096",https://www.scopus.com/record/display.url?eid=2-s2.0-85142606007&origin=resultslist,10.3233/JPD-223351,Article,,2-s2.0-85142606007,University of British Columbia,1,60023077| 60010365| 60010365| 60083635| 60010365,"University of British Columbia, Faculty of Medicine| The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia",57226275360,7401632487,7401632487,-,Canada,Helge Rhodin
"Towards a Visualizable, De-identified Synthetic Biomarker of Human Movement Disorders","Hu, H., Xiao, D., Rhodin, H., Murphy, T.H.",4,57226275360| 56677219300| 55860139200| 7401632487,2022,2022-01-01,Journal of Parkinson's Disease,English,0,"Hu, H., Xiao, D., Rhodin, H. and 1 more (...) (2022).Towards a Visualizable, De-identified Synthetic Biomarker of Human Movement Disorders. Journal of Parkinson's Disease,12(7) 2085-2096",https://www.scopus.com/record/display.url?eid=2-s2.0-85142606007&origin=resultslist,10.3233/JPD-223351,Article,,2-s2.0-85142606007,University of British Columbia,1,60023077| 60010365| 60010365| 60083635| 60010365,"University of British Columbia, Faculty of Medicine| The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia",57226275360,7401632487,7401632487,-,Canada,Timothy H. Murphy
Spatiotemporal patterns of putaminal dopamine processing in Parkinson's disease: A multi-tracer positron emission tomography study,"Fu, J.F., Wegener, T., Klyuzhin, I.S., Mannheim, J.G., McKeown, M.J., Stoessl, A.J., Sossi, V.",7,57200582147| 57242017600| 55113890800| 37021652900| 7005375626| 7004896118| 56276238300,2022,2022-01-01,NeuroImage: Clinical,English,0,"Fu, J.F., Wegener, T., Klyuzhin, I.S. and 4 more (...) (2022).Spatiotemporal patterns of putaminal dopamine processing in Parkinson's disease: A multi-tracer positron emission tomography study. NeuroImage: Clinical,36",https://www.scopus.com/record/display.url?eid=2-s2.0-85140804760&origin=resultslist,10.1016/j.nicl.2022.103246,Article,Gold|Green,2-s2.0-85140804760,Harvard University| University of Tübingen| University of Lübeck| University of British Columbia| Vancouver Coastal Health,5,60010365| 60010365| 60023077| 60005789| 60083635| 60010365| 60012408| 60017246| 60017246| 60029929,"The University of British Columbia| The University of British Columbia| University of British Columbia, Faculty of Medicine| Vancouver Coastal Health| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Universität zu Lübeck| Eberhard Karls Universität Tübingen| Eberhard Karls Universität Tübingen| Massachusetts General Hospital",57200582147,56276238300,57200582147,-,United States| Germany| Canada,Martin McKeown
Spatiotemporal patterns of putaminal dopamine processing in Parkinson's disease: A multi-tracer positron emission tomography study,"Fu, J.F., Wegener, T., Klyuzhin, I.S., Mannheim, J.G., McKeown, M.J., Stoessl, A.J., Sossi, V.",7,57200582147| 57242017600| 55113890800| 37021652900| 7005375626| 7004896118| 56276238300,2022,2022-01-01,NeuroImage: Clinical,English,0,"Fu, J.F., Wegener, T., Klyuzhin, I.S. and 4 more (...) (2022).Spatiotemporal patterns of putaminal dopamine processing in Parkinson's disease: A multi-tracer positron emission tomography study. NeuroImage: Clinical,36",https://www.scopus.com/record/display.url?eid=2-s2.0-85140804760&origin=resultslist,10.1016/j.nicl.2022.103246,Article,Gold|Green,2-s2.0-85140804760,Harvard University| University of Tübingen| University of Lübeck| University of British Columbia| Vancouver Coastal Health,5,60010365| 60010365| 60023077| 60005789| 60083635| 60010365| 60012408| 60017246| 60017246| 60029929,"The University of British Columbia| The University of British Columbia| University of British Columbia, Faculty of Medicine| Vancouver Coastal Health| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Universität zu Lübeck| Eberhard Karls Universität Tübingen| Eberhard Karls Universität Tübingen| Massachusetts General Hospital",57200582147,56276238300,57200582147,-,United States| Germany| Canada,A. Jon Stoessl
Connectivity-based parcellation of functional sub-regions from brain fMRI signals,"Haq, N.F., Tan, S.N., Mckeown, M.J., Wang, Z.J.",4,56199020400| 24512575100| 7005375626| 11241026700,2018,2018-03-07,"2017 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2017 - Proceedings",English,0,"Haq, N.F., Tan, S.N., Mckeown, M.J. and 1 more (...) (2018).Connectivity-based parcellation of functional sub-regions from brain fMRI signals. 2017 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2017 - Proceedings,2018-933-937",https://www.scopus.com/record/display.url?eid=2-s2.0-85048002204&origin=resultslist,10.1109/GlobalSIP.2017.8309097,Conference Paper,,2-s2.0-85048002204,University of British Columbia,1,60010365,The University of British Columbia,56199020400,11241026700,56199020400,-,Canada,Z. Jane Wang
Connectivity-based parcellation of functional sub-regions from brain fMRI signals,"Haq, N.F., Tan, S.N., Mckeown, M.J., Wang, Z.J.",4,56199020400| 24512575100| 7005375626| 11241026700,2018,2018-03-07,"2017 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2017 - Proceedings",English,0,"Haq, N.F., Tan, S.N., Mckeown, M.J. and 1 more (...) (2018).Connectivity-based parcellation of functional sub-regions from brain fMRI signals. 2017 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2017 - Proceedings,2018-933-937",https://www.scopus.com/record/display.url?eid=2-s2.0-85048002204&origin=resultslist,10.1109/GlobalSIP.2017.8309097,Conference Paper,,2-s2.0-85048002204,University of British Columbia,1,60010365,The University of British Columbia,56199020400,11241026700,56199020400,-,Canada,Martin McKeown
Radiography used to measure internal spinal cord deformation in an in vivo rat model,"Lucas, E., Whyte, T., Liu, J., Tetzlaff, W., Cripton, P.A.",5,57202696215| 57170143000| 55811840500| 7006262846| 6603629883,2018,2018-04-11,Journal of Biomechanics,English,0,"Lucas, E., Whyte, T., Liu, J. and 2 more (...) (2018).Radiography used to measure internal spinal cord deformation in an in vivo rat model. Journal of Biomechanics,71286-290",https://www.scopus.com/record/display.url?eid=2-s2.0-85042228505&origin=resultslist,10.1016/j.jbiomech.2018.01.036,Article,,2-s2.0-85042228505,University of British Columbia,1,60010365| 60010365| 60193424,The University of British Columbia| The University of British Columbia| International Collaboration on Repair Discoveries,57202696215,6603629883,6603629883,-,Canada,P. A. Cripton
Radiography used to measure internal spinal cord deformation in an in vivo rat model,"Lucas, E., Whyte, T., Liu, J., Tetzlaff, W., Cripton, P.A.",5,57202696215| 57170143000| 55811840500| 7006262846| 6603629883,2018,2018-04-11,Journal of Biomechanics,English,0,"Lucas, E., Whyte, T., Liu, J. and 2 more (...) (2018).Radiography used to measure internal spinal cord deformation in an in vivo rat model. Journal of Biomechanics,71286-290",https://www.scopus.com/record/display.url?eid=2-s2.0-85042228505&origin=resultslist,10.1016/j.jbiomech.2018.01.036,Article,,2-s2.0-85042228505,University of British Columbia,1,60010365| 60010365| 60193424,The University of British Columbia| The University of British Columbia| International Collaboration on Repair Discoveries,57202696215,6603629883,6603629883,-,Canada,Wolfram G. Tetzlaff
Joint time invariant and time dependent brain connectivity network estimation,"Liu, A., Chen, X., Dan, X., McKeown, M.J., Wang, Z.J.",5,54397386900| 36456894700| 56232630700| 7005375626| 11241026700,2016,2016-10-31,Canadian Conference on Electrical and Computer Engineering,English,0,"Liu, A., Chen, X., Dan, X. and 2 more (...) (2016).Joint time invariant and time dependent brain connectivity network estimation. Canadian Conference on Electrical and Computer Engineering,2016-",https://www.scopus.com/record/display.url?eid=2-s2.0-85006913768&origin=resultslist,10.1109/CCECE.2016.7726847,Conference Paper,,2-s2.0-85006913768,Hefei University of Technology| University of British Columbia| Capital Medical University,3,60010365| 60002836| 60080985| 60010365,"The University of British Columbia| Hefei University of Technology| Xuanwu Hospital, Capital Medical University| The University of British Columbia",54397386900,11241026700,-,-,China| Canada,Z. Jane Wang
Joint time invariant and time dependent brain connectivity network estimation,"Liu, A., Chen, X., Dan, X., McKeown, M.J., Wang, Z.J.",5,54397386900| 36456894700| 56232630700| 7005375626| 11241026700,2016,2016-10-31,Canadian Conference on Electrical and Computer Engineering,English,0,"Liu, A., Chen, X., Dan, X. and 2 more (...) (2016).Joint time invariant and time dependent brain connectivity network estimation. Canadian Conference on Electrical and Computer Engineering,2016-",https://www.scopus.com/record/display.url?eid=2-s2.0-85006913768&origin=resultslist,10.1109/CCECE.2016.7726847,Conference Paper,,2-s2.0-85006913768,Hefei University of Technology| University of British Columbia| Capital Medical University,3,60010365| 60002836| 60080985| 60010365,"The University of British Columbia| Hefei University of Technology| Xuanwu Hospital, Capital Medical University| The University of British Columbia",54397386900,11241026700,-,-,China| Canada,Martin McKeown
Brain connectivity assessed with functional MRI,"Liu, A., Li, J., McKeown, M.J., Wang, Z.J.",4,54397386900| 27170140900| 7005375626| 11241026700,2015,2015-01-01,"MRI: Physics, Image Reconstruction, and Analysis",English,0,"Liu, A., Li, J., McKeown, M.J. and 1 more (...) (2015).Brain connectivity assessed with functional MRI. MRI: Physics, Image Reconstruction, and Analysis,173-195",https://www.scopus.com/record/display.url?eid=2-s2.0-85053971474&origin=resultslist,-,Chapter,,2-s2.0-85053971474,University of Southern California| University of British Columbia,2,60010365| 60029311| 60015183| 100349691| 60010365,The University of British Columbia| University of Southern California| Keck School of Medicine of USC| Pacific Parkinson's Research Centre| The University of British Columbia,54397386900,11241026700,-,-,United States| Canada,Z. Jane Wang
